Genesis;[8]1,[6]1,[0]1,[1]1,[4]1,[9]1,[2]1
[0]25;[3]22,[0]26
[3]22;[3]23,[8]33,[1]33,[4]15,[9]29
[7]20;[5]26,[4]23,[1]37
[0]26;[8]31,[9]28,[7]22,[1]31,[2]19,[5]21,[0]27
[9]27;[0]56
[6]27;[6]28,[2]19
[4]14;[1]32,[8]33
[7]21;[7]22,[0]27,[1]32
[5]20;[5]21,[7]23
[6]28;[2]25
[8]31;[8]32,[1]33
[8]32;[3]23,[8]33,[4]15,[9]29,[5]22,[7]24,[0]28
[9]28;[3]23,[4]15
[3]23;[3]24,[7]25
[7]22;[7]23
[1]31;[1]32,[9]29,[5]22,[7]24
[2]19;[3]25,[0]30,[7]27
[5]21;[5]22
[0]27;[3]24,[0]28,[7]25,[8]34,[2]20
[7]23;[7]24,[0]28
[1]32;[1]33
[8]33;[3]24,[7]27
[3]24;[3]25
[1]33;[3]25,[0]29,[7]26,[2]21
[3]25;[3]26,[0]31,[9]30,[1]34,[4]16
[4]15;[0]29,[8]34,[2]21
[9]29;[8]34
[5]22;[7]26,[2]20,[9]30
[7]24;[3]26,[7]25,[0]30,[2]20
[0]28;[3]26,[0]29,[9]30,[1]34,[4]16
[3]26;[3]27
[7]25;[7]26,[1]34,[4]16,[0]32
[0]29;[0]30,[1]35
[8]34;[6]44,[5]33
[7]26;[7]27
[0]30;[3]27,[0]31,[4]17,[2]22,[8]35,[1]36
[7]27;[3]27,[7]28,[4]17,[2]22,[0]33,[8]35
[2]20;[2]21,[0]33,[8]35
[3]27;[3]30,[4]20,[7]30
[2]21;[2]22,[8]36,[0]34,[7]29
[7]28;[8]36,[1]36,[0]34,[5]23,[9]31
[0]31;[0]32,[5]23
[9]30;[3]66,[2]56
[1]34;[1]35
[4]16;[4]17
[1]35;[1]36,[5]23,[7]29,[9]31
[0]32;[0]33,[7]29,[9]31
[4]17;[3]28,[4]18,[6]30
[2]22;[3]28,[4]20,[6]30,[8]37
[0]33;[3]28,[0]34,[4]18,[6]29,[2]23
[8]35;[8]36,[4]18
[3]28;[7]32,[6]33
[8]36;[3]30,[4]19,[0]35,[6]29,[2]23,[5]24
[1]36;[3]29,[4]19,[0]35,[6]29,[2]23,[5]24,[8]37,[9]32,[7]30
[0]34;[3]29,[0]35,[5]24,[8]37,[9]32,[7]30
[5]23;[6]34
[7]29;[3]32,[8]38,[2]24
[9]31;[3]29,[9]32
[3]29;[3]30
[3]30;[4]21,[0]36,[6]32
[4]18;[4]19
[4]19;[4]20
[0]35;[3]31,[7]31,[6]31,[9]33,[5]25,[4]22
[4]20;[3]31,[7]31,[6]31,[9]33,[5]25,[0]36,[4]22
[6]29;[6]30
[6]30;[3]31,[7]31,[6]31,[5]25,[4]21,[0]36
[2]23;[9]33,[7]32,[6]32
[3]31;[3]32,[4]24
[5]24;[4]27
[8]37;[6]33
[9]32;[4]21
[7]30;[9]37
[7]31;[3]32,[7]32,[6]34,[5]26,[2]24
[6]31;[3]33,[6]32,[5]26,[8]38,[2]24,[4]24
[9]33;[8]38
[3]32;[3]33
[5]25;[4]23,[1]37
[7]32;[3]33,[1]37,[2]25
[4]21;[4]22
[0]36;[6]35,[1]38,[2]26,[8]39
[3]33;[6]37,[4]26,[8]40,[2]27
[4]22;[4]23,[6]35,[1]38
[6]32;[6]33
[6]33;[6]34
[6]34;[6]35,[2]26,[8]39
[5]26;[8]39
[8]38;[3]43,[9]43,[8]46,[5]34
[2]24;[2]25
[4]23;[4]24
[4]24;[6]37,[4]26,[8]41,[2]28
[1]37;[1]38
[2]25;[3]34,[2]26,[6]36,[9]34
[6]35;[3]34,[6]36,[9]34,[4]25,[1]39
[1]38;[3]34,[6]36,[9]34,[4]25,[1]39,[8]40,[5]27,[2]27
[3]34;[6]38,[9]35,[8]42,[5]28
[2]26;[4]25,[1]39,[8]40,[5]27,[2]27,[6]38,[0]37
[8]39;[5]27,[8]41
[6]36;[6]37,[4]27,[2]28,[0]37
[9]34;[0]37
[6]37;[6]38,[9]35,[8]42,[1]40
[4]25;[4]26,[9]35
[4]26;[3]35,[4]27,[8]42,[1]40,[5]28
[1]39;[3]35,[1]40,[5]28,[0]38,[4]28,[7]34
[8]40;[8]41
[5]27;[0]41,[9]40
[8]41;[3]35,[0]38,[4]28
[2]27;[3]36,[2]28,[1]41
[3]35;[3]36
[4]27;[3]36,[4]28,[1]41,[7]33,[8]43
[3]36;[0]39,[5]31
[2]28;[7]34,[8]44,[1]43
[6]38;[7]33,[5]29
[0]37;[0]38,[7]33,[8]43,[5]29,[9]36,[6]39
[9]35;[9]90
[8]42;[8]43,[5]29,[9]36,[6]39,[1]42
[1]40;[1]41,[8]44,[9]36
[5]28;[6]39
[0]38;[3]37,[1]42,[0]39,[5]30,[6]40,[2]29
[4]28;[1]43
[1]41;[3]37,[1]42,[0]39,[5]30
[7]33;[3]37,[7]34
[3]37;[0]40,[6]42
[7]34;[5]30,[6]40,[2]29,[9]37
[8]43;[8]44,[5]31,[6]40
[5]29;[0]46,[4]30,[2]32
[8]44;[2]29,[9]37
[9]36;[2]82
[6]39;[8]45
[1]42;[1]43
[1]43;[3]38,[6]41,[0]40,[7]35,[2]30,[9]38,[1]44
[0]39;[3]38,[6]41,[0]40,[7]35,[2]30,[9]38
[5]30;[5]31,[6]42
[5]31;[3]38,[7]35,[2]30,[9]38,[0]41,[1]44,[8]45,[5]32
[3]38;[3]39,[7]38,[6]44,[0]44
[6]40;[6]41,[1]44,[7]36
[2]29;[8]45,[7]36,[9]40
[9]37;[2]83,[5]80
[6]41;[6]42,[5]32
[0]40;[0]41,[5]32,[9]39
[6]42;[6]43
[6]43;[9]39,[0]42,[7]37
[7]35;[3]39,[7]36,[0]42
[2]30;[0]43,[7]39,[6]46,[9]42
[9]38;[3]39,[9]39,[7]39,[6]46
[0]41;[0]42,[7]37,[6]44,[9]41
[1]44;[7]38,[9]41,[0]43,[6]45
[3]39;[3]41,[0]45,[4]29,[2]31
[8]45;[8]47
[7]36;[7]37,[6]45,[5]33
[5]32;[0]47,[1]48
[9]39;[9]40
[9]40;[9]41,[5]33,[1]45
[0]42;[0]43,[1]45,[6]47,[9]42
[7]37;[7]38,[0]44
[7]38;[7]39,[1]45,[6]47,[9]42,[0]45,[4]29
[6]44;[6]45
[9]41;[1]46
[0]43;[3]40,[0]44,[4]29
[7]39;[7]40
[7]40;[3]40,[0]46,[4]30,[9]43,[1]46,[2]31,[6]48,[8]46
[6]45;[6]46
[6]46;[3]40,[6]47,[0]47
[3]40;[3]41,[9]44,[1]47,[5]34
[5]33;[6]52
[0]44;[3]41,[0]45,[2]31,[6]48,[4]31
[3]41;[3]42
[3]42;[3]43,[6]49,[0]48
[1]45;[1]46,[2]32,[4]32
[6]47;[6]48,[4]31
[9]42;[9]43
[0]45;[0]46,[2]33,[8]46
[4]29;[4]30,[2]33,[1]48
[0]46;[3]43,[0]47,[9]44,[8]47,[4]32,[1]47,[5]34
[3]43;[3]44,[9]45,[6]51,[0]49,[8]48,[1]49
[4]30;[4]31
[9]43;[9]44
[1]46;[1]47,[4]33
[0]47;[3]44,[6]49,[4]33,[0]48,[9]45,[8]48,[1]49
[2]31;[2]32
[6]48;[6]55
[4]31;[4]32,[6]49
[2]32;[2]33
[2]33;[3]44,[0]48,[6]50,[9]46
[8]46;[8]47
[3]44;[6]54,[4]34,[7]41
[9]44;[2]85,[4]74,[9]96
[8]47;[6]52,[8]49
[4]32;[4]33,[6]51
[1]47;[1]48
[5]34;[6]53
[1]48;[6]50,[9]45,[0]49,[8]48,[1]49
[6]49;[6]50,[9]46,[4]34
[4]33;[7]41,[6]55
[0]48;[0]49,[6]54,[4]34,[7]41
[6]50;[6]51
[9]45;[9]46
[6]51;[6]52,[8]49
[0]49;[8]49,[4]35,[2]34,[7]42,[1]50,[6]56
[8]48;[4]39
[6]52;[6]53
[1]49;[8]50,[0]50,[6]57,[4]36,[1]51,[7]43
[6]53;[6]54,[4]35,[2]34,[7]42
[9]46;[2]34,[7]42
[6]54;[6]55,[8]50
[4]34;[4]35,[1]50
[7]41;[6]56,[4]38
[6]55;[1]50,[6]56,[0]50,[4]36,[7]43
[8]49;[8]50,[0]50
[4]35;[6]57,[4]37,[7]43,[0]51,[1]52
[2]34;[1]51,[4]37,[0]51,[2]36
[7]42;[4]36
[8]50;[4]38
[1]50;[1]51,[4]39,[2]35,[9]47,[6]58
[6]56;[6]57,[1]52,[2]35,[9]47
[0]50;[0]51,[2]35,[9]47,[6]58,[7]44
[6]57;[6]58,[2]36,[7]44,[0]52
[4]36;[4]37
[1]51;[1]52,[7]44,[0]52,[6]59,[9]48
[4]37;[4]38,[6]59,[0]53
[7]43;[0]53
[0]51;[3]45,[0]52,[9]48,[1]53,[2]37,[4]40,[6]60,[7]45,[5]35
[4]38;[4]39
[4]39;[1]53,[0]54,[2]37,[9]50
[1]52;[3]45,[1]53,[0]54,[4]40,[6]60,[5]35,[9]49
[2]35;[2]36
[9]47;[9]48,[4]40
[6]58;[3]45,[6]59,[9]50
[3]45;[0]59,[2]41
[2]36;[2]37,[7]45,[5]35,[9]49,[0]55,[1]54
[7]44;[7]45,[0]55
[0]52;[0]53
[6]59;[6]60,[0]56
[9]48;[9]49
[0]53;[0]54,[1]54
[1]53;[3]46,[1]54,[9]51,[7]46,[6]61,[2]38,[0]58,[8]51,[5]36
[0]54;[0]55,[9]51,[7]46,[6]61
[2]37;[0]59,[2]39
[4]40;[9]52,[0]60
[6]60;[0]60
[7]45;[7]46,[2]39
[5]35;[6]61
[9]49;[9]50
[9]50;[3]46,[9]51,[1]55,[2]38,[0]58,[8]51,[5]36
[0]55;[0]56,[1]55,[9]52
[0]56;[3]46,[0]57,[2]38,[8]51,[5]36
[3]46;[8]54,[2]43,[4]42,[1]58
[0]57;[0]58,[9]53,[2]40,[8]52,[1]56
[1]54;[1]55,[9]53,[2]40
[9]51;[9]52
[7]46;[2]41
[6]61;[3]58,[8]66,[0]75,[9]63,[7]55
[1]55;[8]52,[1]56,[2]42,[9]54,[7]47,[4]41,[0]61,[6]62
[9]52;[9]53,[1]56
[2]38;[2]39,[8]53
[0]58;[0]59
[0]59;[0]60,[2]42
[8]51;[8]52,[7]47
[0]60;[8]53,[9]54,[7]47,[1]57,[4]41,[0]61,[2]43,[6]62
[2]39;[2]40,[1]57
[5]36;[1]63
[9]53;[9]54,[0]61
[2]40;[2]41,[4]41,[8]54,[6]62
[2]41;[2]42,[4]42,[7]48,[1]58
[8]52;[8]53
[1]56;[1]57,[7]48,[9]55,[4]43
[2]42;[2]43
[8]53;[8]54,[9]55,[1]59
[9]54;[9]55,[0]62,[8]55
[7]47;[7]48,[4]43
[1]57;[3]47,[1]58,[0]62
[4]41;[4]42
[0]61;[3]47,[0]62,[1]59,[8]55,[9]56,[5]37
[8]54;[3]47,[8]55,[9]56,[5]37
[2]43;[3]49
[6]62;[6]63,[8]56,[1]60
[3]47;[3]48,[7]49,[6]63,[8]56
[4]42;[3]48,[4]43,[5]37
[7]48;[3]49,[0]63
[1]58;[3]48,[1]59,[0]63
[3]48;[3]49
[9]55;[9]56
[3]49;[3]50,[1]62
[4]43;[3]53,[1]62,[7]51
[0]62;[3]50,[0]63,[7]49,[6]64,[8]57
[1]59;[3]50,[7]49,[1]61
[3]50;[3]51,[5]38,[0]64,[2]44,[4]44
[8]55;[6]63,[8]57
[9]56;[3]51,[6]64,[8]56,[1]60
[5]37;[1]60
[0]63;[3]51,[1]61,[5]38,[0]64,[2]44,[4]44
[3]51;[3]52,[5]39,[7]50
[3]52;[3]53,[1]63
[7]49;[3]53,[5]38,[0]64,[7]50
[3]53;[3]54,[9]57,[0]66,[1]64,[2]45,[4]45,[5]40,[8]58
[6]63;[6]64
[6]64;[2]44,[4]44,[0]65,[7]51
[8]56;[8]57
[8]57;[1]68,[2]50
[1]60;[1]61
[1]61;[1]62,[0]65,[5]39,[7]50
[1]62;[3]54,[1]63,[0]66,[9]58,[2]45,[4]45
[5]38;[5]39,[9]57
[0]64;[0]65,[9]57
[2]44;[3]55,[9]58,[0]67,[2]46,[8]59,[6]66
[4]44;[2]47
[0]65;[3]54,[0]66,[1]64,[2]45,[4]45,[5]40,[9]59,[8]58
[3]54;[3]55
[5]39;[2]46,[6]66
[7]50;[7]51,[0]67
[7]51;[3]55,[5]40,[9]59,[8]59
[3]55;[3]56
[1]63;[3]56,[1]64,[8]58,[2]47,[6]65,[0]68
[9]57;[3]56,[9]58,[6]65,[0]68
[3]56;[3]57,[0]71,[5]44
[0]66;[0]67,[6]65,[5]41
[9]58;[3]57,[9]59,[5]41,[0]69
[1]64;[5]41,[0]69
[2]45;[2]46
[4]45;[0]72
[0]67;[3]57,[0]68,[5]42,[1]65
[2]46;[2]47
[3]57;[6]68,[0]73
[5]40;[0]74,[8]64,[9]62,[2]48,[6]70,[7]53
[9]59;[5]42,[0]70,[1]65,[8]60,[6]67,[9]60,[7]52
[8]58;[8]59
[2]47;[0]70,[1]65,[5]44,[7]52
[8]59;[3]62,[6]71,[1]67,[0]78
[6]65;[6]66,[0]71
[6]66;[5]43,[8]60,[6]67,[9]60,[0]72
[0]68;[0]69,[5]43,[8]60,[6]67,[9]60
[5]41;[5]42,[9]61
[0]69;[0]70,[9]61,[6]68,[7]52,[8]61
[5]42;[5]43,[8]61
[0]70;[0]71,[8]62
[1]65;[0]73,[8]62,[1]66,[6]69,[5]45
[0]71;[0]72,[1]66,[6]69
[5]43;[5]44
[8]60;[8]61
[6]67;[6]68
[5]44;[1]66,[6]69,[0]74,[8]63,[5]45,[9]62
[9]60;[9]61
[9]61;[2]97,[4]88
[0]72;[0]73,[8]63,[5]45
[6]68;[3]59,[8]64,[0]76
[7]52;[0]77
[8]61;[8]62
[0]73;[0]74,[9]62,[8]66,[2]48,[6]70,[7]53
[8]62;[8]63,[0]75,[2]48,[9]63,[7]53
[1]66;[3]58,[5]46,[0]76,[7]54,[2]49,[8]68,[4]46
[6]69;[3]59,[6]70,[7]54,[0]77
[0]74;[3]58,[0]75,[5]46,[7]54,[2]49,[8]67,[9]64
[3]58;[3]59,[5]48,[7]57,[1]67
[3]59;[3]60,[7]58,[4]48
[8]63;[8]64
[8]64;[8]65
[5]45;[3]60,[5]46,[8]68
[8]65;[8]66
[9]62;[9]63,[8]67
[8]66;[3]60,[8]67,[9]64,[4]46,[5]47,[7]56,[6]71
[3]60;[3]61
[0]75;[3]61,[0]76,[4]46,[5]47,[8]69,[7]56
[2]48;[3]61,[2]49,[8]69,[5]48,[7]57
[9]63;[9]64
[3]61;[3]62,[0]78,[8]71
[6]70;[6]71
[7]53;[7]55
[5]46;[5]47,[4]48
[0]76;[0]77,[1]67
[7]54;[7]55
[7]55;[7]56
[0]77;[3]62,[7]58,[4]47,[5]49,[1]68,[0]78,[8]70,[2]50
[2]49;[4]47,[5]49,[8]70,[0]79,[1]69,[2]51
[8]67;[8]68
[8]68;[8]69
[9]64;[2]98,[4]89
[4]46;[4]47
[3]62;[2]52,[1]71,[5]52
[5]47;[5]48
[8]69;[8]70
[7]56;[7]57
[6]71;[0]81
[5]48;[5]49,[0]79,[1]69
[7]57;[7]58,[8]71
[1]67;[1]68,[2]50,[0]80,[9]65,[7]60,[5]50,[4]49
[7]58;[7]59,[0]80,[2]51,[9]65
[4]47;[4]48,[9]65
[4]48;[0]81,[7]60,[1]70,[5]50,[4]49,[8]72
[7]59;[7]60,[1]70,[2]52,[5]50,[4]49
[5]49;[7]67,[4]55
[1]68;[1]69,[5]51,[7]61
[0]78;[0]79,[5]51,[1]71,[7]61
[8]70;[8]71,[5]52
[8]71;[8]72
[0]79;[0]80,[8]72
[1]69;[1]70
[2]50;[2]51
[0]80;[0]81,[5]53
[2]51;[2]52,[5]53
[9]65;[7]63,[8]75
[0]81;[3]63,[8]73,[6]72,[1]72,[5]54,[0]82,[9]66,[2]53,[7]62
[7]60;[3]63,[7]61,[8]73,[6]72,[0]82
[1]70;[3]63,[1]71,[8]73,[6]72,[0]82
[3]63;[3]64,[5]56
[2]52;[3]64,[5]54,[1]73,[2]54
[5]50;[5]51,[1]72
[4]49;[5]56
[5]51;[5]52
[1]71;[3]64,[1]72,[0]83,[9]66,[2]54,[8]74,[7]62,[5]55
[3]64;[3]65,[4]52
[5]52;[5]53,[0]83,[9]66,[1]73,[2]53,[8]74
[7]61;[2]53,[8]74
[8]72;[8]76
[5]53;[5]54,[7]62
[8]73;[3]65,[5]55,[7]63,[2]55,[0]84
[6]72;[3]71,[2]67
[1]72;[1]73,[8]75
[5]54;[5]55,[2]55
[0]82;[0]83
[0]83;[2]56
[9]66;[5]57,[1]74,[9]67
[1]73;[3]65,[4]50,[0]84,[1]74
[2]53;[2]54
[3]65;[3]66,[1]75
[2]54;[3]66,[2]55,[4]50
[8]74;[8]75,[4]50,[0]84
[3]66;[8]76,[0]86,[7]65,[2]57,[4]54
[7]62;[7]63
[5]55;[5]56
[5]56;[5]57,[0]85,[9]67,[4]51,[7]64
[7]63;[2]64,[7]75,[5]64,[0]91
[8]75;[5]57,[0]85,[1]74,[9]67,[4]51,[7]64
[2]55;[2]56,[7]64
[2]56;[4]52,[1]75,[8]76,[0]86,[7]66,[2]57
[4]50;[4]51,[7]66
[0]84;[0]85,[7]65
[5]57;[3]67,[7]67
[0]85;[3]67,[0]86,[2]57,[7]68,[4]53,[9]68
[1]74;[3]67,[1]75,[7]68,[4]53
[3]67;[6]73,[9]69,[2]61
[9]67;[2]63
[4]51;[4]52
[7]64;[7]65,[9]68
[4]52;[4]53,[9]68
[1]75;[4]54,[5]58,[2]60
[8]76;[5]58,[2]58,[9]69
[0]86;[4]55,[5]58,[6]73,[2]59,[9]70,[8]77,[7]69
[7]65;[7]66
[7]66;[7]67
[7]67;[7]68
[2]57;[2]58,[5]59,[6]74,[1]76,[8]78,[0]87
[7]68;[6]73,[2]58,[9]69,[5]59,[8]77,[7]69
[4]53;[4]54,[2]59
[9]68;[2]60
[4]54;[4]55,[9]70,[5]59,[6]74,[8]77,[7]69
[4]55;[1]76,[2]61,[8]78,[5]60,[0]87,[6]75,[7]70,[9]71,[4]56
[5]58;[1]76,[5]60,[0]87,[8]79,[7]71,[4]57,[2]62
[6]73;[6]74,[1]77
[2]58;[2]59,[1]77,[6]75,[7]70
[2]59;[2]60,[9]71
[9]69;[9]70
[2]60;[2]61,[1]78,[8]79,[4]56,[7]71,[0]88
[9]70;[9]71,[4]56,[2]62,[0]88,[8]80
[5]59;[5]60,[1]78
[6]74;[6]75,[4]57
[8]77;[8]78
[7]69;[7]70
[1]76;[1]77,[5]61,[4]58
[2]61;[2]62,[5]61,[4]58,[9]72,[8]80
[8]78;[8]79,[9]72
[5]60;[5]61
[0]87;[0]88,[9]74
[1]77;[1]78
