0.2;68;810;808
0.2;22;1079;625
0.2;21;955;757
0.2;14;1061;618
0.2;60;874;821
0.2;18;616;1029
0.2;17;645;1061
0.2;24;1034;608
0.2;22;684;1068
0.2;126;956;689
0.2;28;1032;654
0.2;27;1041;636
0.2;29;1060;583
0.2;28;1024;671
0.2;19;656;1063
0.2;77;753;928
0.2;35;1005;625
0.2;26;1018;625
0.2;23;633;1023
0.2;37;1045;662
0.2;78;1011;620
0.2;18;1042;566
0.2;18;1053;661
0.2;126;996;677
0.2;79;608;988
0.2;17;849;850
0.2;26;1057;653
0.2;21;1064;593
0.2;35;1047;601
0.2;21;1056;616
0.2;29;602;1053
0.2;78;1007;680
0.2;26;1058;649
0.2;42;651;1050
0.2;90;998;600
0.2;127;653;956
0.2;13;1079;679
0.2;19;1013;713
0.2;17;630;1024
0.2;24;691;1065
0.2;85;832;775
0.2;20;685;1077
0.2;11;1090;678
0.2;19;1053;626
0.2;22;860;863
0.2;19;664;1063
0.2;17;1046;580
0.2;76;1007;607
0.2;29;1046;619
0.2;166;674;674
0.2;26;1032;616
0.2;21;614;1053
0.2;113;966;637
0.2;55;658;1030
0.2;21;933;800
0.2;17;1059;637
0.2;63;1003;610
0.2;13;1032;614
0.2;15;1060;653
0.2;25;1062;625
0.2;16;640;1064
0.2;23;685;1001
0.2;22;1056;640
0.2;20;593;1052
0.2;89;984;758
0.2;26;620;1037
0.2;27;633;1028
0.2;49;620;1044
0.2;67;621;1013
0.2;59;1019;696
0.2;20;867;863
0.2;30;1062;666
0.2;21;897;848
0.2;84;1009;619
0.2;23;1081;631
0.2;16;885;743
0.2;41;619;1036
0.2;18;601;1032
0.2;19;1063;668
0.2;27;1060;640
0.2;20;608;1036
0.2;583;505;505
0.2;15;1052;604
0.2;82;794;793
0.2;23;1048;675
0.2;15;892;767
0.2;24;1047;603
0.2;21;645;1055
0.2;17;1066;639
0.19;17;641;1058
0.19;122;777;777
0.19;116;798;796
0.19;76;989;678
0.19;72;1003;694
0.19;14;956;840
0.19;25;1077;734
0.19;56;1050;738
0.19;19;1048;668
0.19;20;1070;633
0.19;25;1050;694
0.19;28;876;817
0.19;18;1070;695
0.19;28;1021;680
0.19;12;844;846
0.19;13;901;816
0.19;18;1028;661
0.19;14;1065;694
0.19;17;932;826
0.19;20;1057;656
0.19;19;747;1060
0.19;21;598;1032
0.19;73;656;996
0.19;40;1049;699
0.19;64;983;576
0.19;23;663;1056
0.19;22;966;755
0.19;12;836;835
0.19;23;925;786
0.19;18;1017;650
0.19;37;699;1048
0.19;16;663;1069
0.19;19;854;825
0.19;19;1051;666
0.19;24;708;1106
0.19;19;656;1043
0.19;24;1041;669
0.19;26;1054;621
0.19;31;680;1054
0.19;28;1042;682
0.19;25;662;1058
0.19;29;1055;624
0.19;15;881;846
0.19;20;1052;652
